tail,head,optflow,unitcost,fixedcost
43,136,8,2.7166,9.2307
43,137,0,8.4394,2.4705
43,140,0,9.9509,2.3627
43,190,0,2.4516,3.0104
43,192,0,6.4066,2.8129
44,2,0,8.5658,8.7785
44,10,0,5.8139,1.2885
44,14,0,8.2937,3.6864
44,29,0,4.0854,1.4115
44,35,0,8.6825,9.8054
44,39,0,9.0849,9.9625
44,45,0,4.272,8.6012
44,68,0,7.4962,6.5071
44,69,0,6.8344,5.7436
44,96,0,8.2229,9.9187
44,100,0,2.9896,5.7343
44,101,0,2.3757,10.4854
44,102,0,5.9643,9.29
44,104,0,1.2789,2.5007
44,105,0,7.6884,7.9868
44,107,0,4.9134,9.5725
44,111,0,1.7753,8.8611
44,121,0,9.1532,8.2488
44,123,0,10.0149,1.9355
44,133,0,5.0196,1.324
44,149,0,7.1244,3.1813
44,171,0,2.9957,6.2522
44,191,0,6.8379,10.4998
44,193,0,3.9404,7.3297
44,197,0,2.9589,1.2586
45,2,0,7.4075,3.5107
45,14,0,10.9117,6.6641
45,22,0,8.6498,9.2347
45,38,0,3.1135,7.9157
45,39,0,2.3862,5.8637
45,41,0,1.9502,9.9706
45,44,0,7.3391,4.0733
45,47,0,7.9947,7.7227
45,68,0,7.5355,4.9145
45,82,0,7.0524,6.9785
45,86,0,3.5276,10.2285
45,92,0,1.8865,9.6507
45,96,0,10.2832,4.3228
45,101,0,8.3716,7.2211
45,104,0,3.4511,4.5243
45,105,0,10.9142,4.3002
45,107,0,1.6514,5.7356
45,121,0,8.3728,10.6485
45,144,0,8.8973,6.8873
45,148,0,5.5053,1.6267
45,156,0,2.1496,10.3334
45,175,0,5.4187,6.4462
45,189,0,4.16,8.4252
46,0,0,10.5746,4.102
46,9,0,6.5763,6.1061
46,13,0,6.7349,7.73
46,21,0,6.4157,1.955
46,28,0,2.9069,4.0191
46,31,0,10.0323,1.1869
46,40,0,4.1099,3.8201
46,48,0,10.2037,4.7159
46,61,0,7.74,5.7289
46,66,0,6.0224,6.7782
46,84,14,3.192,8.4538
46,99,0,3.4682,3.6578
46,132,0,9.5464,1.7646
46,141,0,2.6408,1.5705
46,150,0,4.482,4.3915
46,161,7,2.7424,6.4339
46,164,0,8.9089,10.2188
46,192,0,2.609,6.7085
46,195,0,9.6654,8.9013
47,2,0,7.2805,9.6725
47,8,0,7.6859,2.2064
47,22,0,7.6939,7.5301
47,38,0,4.489,7.3993
47,39,0,10.8202,8.3963
47,41,0,8.3113,10.3266
47,45,0,8.1643,3.1556
47,63,0,9.2723,3.5973
47,71,0,6.7294,1.5977
47,74,0,10.1358,10.3749
47,82,0,6.5948,7.5743
47,86,0,4.7597,1.3083
47,92,0,8.2648,4.6653
47,96,0,5.4194,9.9158
47,108,8,1.8163,5.4257
47,121,0,1.6149,7.6318
47,144,0,10.5318,6.1913
47,153,0,6.5836,6.0866
47,156,0,9.6083,3.8984
47,160,0,2.5662,7.3979
47,169,0,9.0424,5.9375
47,175,0,9.7804,3.9289
47,189,0,2.8054,2.7785
48,9,0,4.1597,2.5331
48,13,0,8.233,4.4659
48,21,0,4.0955,1.4675
48,28,0,4.05,1.2984
48,31,0,9.5035,4.975
48,40,0,9.4982,7.8693
48,46,0,2.9377,2.322
48,57,0,1.5247,1.2996
48,61,0,3.0594,7.0533
48,66,0,9.6766,7.1675
48,84,0,3.5685,2.5348
48,90,0,3.9102,2.7391
48,113,0,6.0684,6.4753
48,132,0,4.3275,10.0596
48,136,0,10.7439,4.4615
48,141,0,9.2237,1.2942
48,155,29,3.5225,2.8016
48,161,0,8.4858,5.9981
48,164,0,4.4828,8.4837
48,192,0,5.3431,9.0712
48,195,0,6.2617,5.5784
49,4,0,8.5055,7.7091
49,9,0,9.823,10.6113
49,23,0,6.6283,4.576
49,26,0,6.4944,3.6603
49,33,0,7.4984,3.7268
49,51,0,5.4726,6.8648
49,58,0,10.7224,7.0021
49,59,13,3.9772,8.4941
49,60,0,4.7593,4.0366
49,66,0,5.0615,7.5531
49,72,0,1.4348,8.0832
49,79,0,5.8909,6.3773
49,87,0,2.7857,4.8154
49,95,0,5.8698,5.9366
49,99,0,3.786,1.9569
49,118,0,5.1315,3.8092
49,138,0,8.3544,6.1167
49,147,0,9.3688,7.8803
49,150,0,8.3753,3.0813
49,151,6,2.0037,1.729
49,154,0,10.9459,3.8312
49,158,0,6.9383,6.7118
49,162,0,2.6614,10.822
49,163,0,8.3523,5.6395
49,165,0,4.9009,3.9701
49,171,0,2.4404,10.1246
49,178,0,7.1191,6.2492
49,194,0,5.4683,10.8103
49,196,0,7.9429,3.5447
50,33,0,5.3776,5.485
50,35,10,3.7838,4.1529
50,53,0,10.5633,8.5223
50,58,17,4.7323,1.822
50,75,0,1.8556,6.7699
50,87,0,6.7614,8.1908
50,88,0,3.8161,3.7488
50,91,0,1.1495,9.8433
50,93,0,10.4313,1.4273
50,98,0,10.0386,3.9984
50,100,0,4.1732,3.449
50,106,0,10.3955,9.46
50,138,0,10.0395,8.7885
50,142,0,5.5037,3.1222
50,149,0,7.4123,7.3414
50,158,0,6.8181,5.5802
50,180,0,6.4159,9.1584
50,187,0,6.9146,1.3277
50,194,0,1.6152,8.322
50,198,0,5.0293,5.6796
50,199,0,4.6914,3.2851
51,4,0,8.932,7.3673
51,23,0,8.9274,9.888
51,26,8,1.8719,5.0838
51,41,21,4.622,10.4525
51,49,0,8.6286,3.6302
51,58,0,10.0703,10.63
51,59,0,8.9791,7.9156
51,60,0,8.7106,3.7699
51,72,0,10.8004,6.3374
51,79,0,4.7873,5.3486
51,87,0,9.5287,3.051
51,95,0,2.6328,4.7669
51,99,0,7.6293,7.3339
51,105,0,2.4918,7.2955
51,118,0,6.5052,6.2167
51,147,3,1.2256,8.4134
51,148,0,7.5621,4.7548
51,151,0,5.6395,3.7708
51,154,0,5.4787,5.5502
51,158,0,6.5753,4.2145
51,159,0,5.2933,10.9122
51,162,0,9.4616,6.9864
51,163,0,9.7567,4.1106
51,165,0,3.1773,3.5059
51,171,0,8.6587,2.282
51,178,0,2.9369,3.417
51,196,0,4.3411,2.178
52,1,0,9.9958,9.7138
52,3,0,9.8907,10.5841
52,7,0,4.1541,2.0166
52,17,0,10.6213,6.3321
52,27,0,6.5718,2.7058
52,42,0,5.452,8.6612
52,64,0,6.3048,3.9149
52,67,0,2.2069,9.0783
52,80,0,10.3826,9.6652
52,81,0,10.1732,5.9038
52,94,0,2.009,5.7248
52,97,0,6.0521,3.9042
52,109,0,10.9418,10.2453
52,115,0,6.9546,4.1142
52,116,0,6.4839,1.4672
52,119,0,7.7384,10.6885
52,125,0,10.2374,9.0838
52,134,0,2.4705,7.9924
52,139,0,8.7279,10.1888
52,152,6,1.8241,3.5217
52,157,0,5.1402,10.3508
52,170,0,9.6016,6.5647
52,182,0,9.9695,7.395
52,185,0,2.5919,4.4321
52,188,0,5.9727,2.9128
53,21,0,9.6519,5.1704
53,33,0,7.4091,8.0719
53,50,0,4.0732,3.802
53,54,0,7.2564,3.3448
53,70,0,6.7552,5.2068
53,88,0,4.6473,6.4634
53,90,0,2.7585,6.6393
53,91,0,6.1949,3.2531
53,93,0,4.9081,7.492
53,98,0,4.0792,8.2218
53,106,0,2.5182,1.0808
53,117,0,6.5784,10.5812
53,129,0,8.9628,9.8306
53,138,5,3.1544,7.6994
53,142,0,6.3006,10.2661
53,150,0,10.5246,2.0241
53,194,0,3.5002,8.753
54,24,0,8.1459,7.8883
54,53,5,5.4303,1.7694
54,91,0,5.9359,3.6577
54,93,0,10.8001,2.5934
54,98,12,2.2608,3.9628
54,106,0,3.9159,5.282
54,117,0,3.9213,4.3907
54,122,0,9.4024,9.6765
54,129,7,2.6806,1.3703
54,142,0,5.2717,2.2544
54,143,0,7.5761,5.3274
54,146,0,2.5088,4.8961
54,183,0,9.3206,10.3766
54,187,0,9.5542,6.1553
54,199,0,3.4089,2.8426
55,3,0,4.771,7.4082
55,7,0,8.8174,9.637
55,23,0,8.8996,8.5778
55,41,0,8.005,7.0769
55,42,0,6.4953,2.4156
55,62,0,4.0136,8.9531
55,64,0,3.5686,2.798
55,67,12,1.5017,10.4382
55,71,0,5.5974,9.942
55,73,0,3.9025,3.3367
55,86,0,10.9741,7.1407
55,92,0,4.6782,6.1307
55,94,0,7.0884,6.6489
55,108,0,2.4446,1.7854
55,127,0,7.067,9.4205
55,134,0,7.4538,3.4795
55,148,0,2.716,4.2971
55,151,0,7.4827,7.8338
55,154,0,3.593,10.3188
55,156,0,7.6279,4.7092
55,159,0,8.3156,10.3821
55,160,0,3.5213,5.2829
55,163,0,9.3645,10.4545
55,170,0,3.7835,5.4563
55,175,0,7.2557,4.9459
55,185,0,4.2477,3.2415
55,186,0,2.9168,8.7265
56,5,0,1.5034,1.9699
56,11,0,5.384,9.0069
56,15,13,3.8974,10.0455
56,27,0,7.5303,4.6446
56,80,0,2.207,2.454
56,89,0,4.0552,3.6384
56,120,0,4.324,6.1724
56,166,14,2.9914,10.9965
56,168,0,6.95,2.0986
56,176,0,3.3761,10.3371
56,177,0,1.9926,3.9619
56,179,0,2.3902,10.0378
56,188,0,2.8286,4.0014
57,21,0,2.0748,4.0958
57,28,0,6.9895,7.6464
57,43,0,7.8115,1.1437
57,48,0,4.5578,7.3104
57,70,0,10.8865,7.156
57,90,0,5.523,1.3943
57,113,0,7.0843,1.6259
57,136,5,3.4875,2.2927
57,137,0,3.8256,10.6412
57,140,0,8.9549,1.64
57,141,0,10.7159,1.2072
57,155,0,6.5634,7.9536
57,164,6,5.0469,1.8526
57,190,0,1.5804,1.9789
57,192,0,2.7787,9.5465
58,29,0,6.6514,6.9012
58,33,0,3.3792,9.3168
58,49,0,3.7829,8.5291
58,50,0,7.9346,5.7189
58,51,0,4.0683,3.1972
58,60,0,7.8864,5.7533
58,72,0,4.1277,5.1306
58,75,0,2.0773,9.3179
58,79,0,3.0347,4.0796
58,87,0,8.8622,5.9497
58,95,0,9.0165,1.9108
58,105,0,6.7789,8.776
58,118,0,1.6248,8.2151
58,138,0,7.6526,2.5706
58,147,17,4.3839,8.5693
58,158,0,1.9476,10.171
58,163,0,8.462,10.9364
58,165,0,8.9104,10.1066
58,171,0,5.1986,9.776
58,178,0,3.0101,2.3013
58,196,0,1.6998,2.51
59,0,0,5.8416,10.9333
59,4,0,3.6768,1.5077
59,5,0,5.3821,2.0697
59,23,0,1.3855,4.4812
59,26,0,2.5165,2.2707
59,31,0,3.5931,5.6055
59,34,0,3.7447,8.2804
59,40,0,8.5705,8.225
59,49,0,4.5992,5.1475
59,51,0,5.6803,1.2071
59,60,0,7.5753,1.2529
59,61,0,3.9,1.7104
59,65,0,6.8132,7.4193
59,85,0,7.947,9.0706
59,95,0,7.2379,5.8334
59,99,0,6.9559,1.8994
59,110,0,1.4421,3.1327
59,127,0,5.5073,6.1319
59,145,0,5.9862,10.426
59,147,0,5.2539,6.7199
59,151,0,3.4959,4.8253
59,154,0,10.0068,8.1252
59,162,0,10.0935,8.6626
59,163,0,1.5854,2.6627
59,173,13,2.719,1.9378
59,186,0,6.3767,7.934
59,195,0,1.0498,1.462
60,0,0,3.1141,7.0995
60,4,0,6.0677,8.5578
60,9,0,10.6945,4.7156
60,21,0,4.5239,1.551
60,23,0,2.4171,6.9717
60,26,0,1.9525,9.4297
60,28,0,7.1949,7.8533
60,33,0,3.9902,5.5471
60,40,0,1.2977,5.3326
60,49,0,1.1701,2.3395
60,51,0,5.971,10.6792
60,58,0,7.4891,7.3943
60,59,0,10.296,3.2658
60,61,0,6.3807,9.192
60,66,0,3.1895,6.1522
60,72,0,5.9719,9.1309
60,79,0,7.7933,5.5879
60,87,0,4.5123,10.6788
60,95,0,5.3793,4.7454
60,99,0,8.3732,5.1487
60,118,0,4.9508,6.2529
60,138,0,7.2638,3.0953
60,147,0,8.5845,1.9957
60,150,0,6.6712,4.4496
60,158,0,8.9174,5.2608
60,162,0,2.222,10.89
60,163,15,3.8499,6.8728
60,165,0,7.9999,2.1729
60,178,0,1.3878,3.1374
60,194,0,4.339,2.2057
60,195,0,9.3076,7.6226
60,196,0,5.7284,8.0234
61,0,0,6.6028,2.8954
61,9,0,4.1142,2.1992
61,21,0,8.8279,9.4183
61,28,0,10.0042,3.3224
61,31,0,10.034,6.3971
61,34,5,3.902,1.229
61,40,0,9.0608,3.2519
61,46,0,3.3214,10.957
61,48,0,7.3435,7.6283
61,59,0,9.7924,4.1365
61,60,0,5.0686,5.999
61,66,0,6.333,10.1452
61,84,0,8.3119,1.9863
61,85,0,10.1135,9.3681
61,95,0,2.4672,10.7494
61,99,0,9.6708,5.4243
61,110,13,3.0972,6.0544
61,132,9,3.6292,8.6829
61,141,0,9.456,8.3893
61,145,0,5.3583,5.1028
61,150,0,8.2318,1.1398
61,161,0,9.7374,7.7293
61,162,0,10.5509,5.6247
61,165,0,1.9219,8.3599
61,195,0,3.4997,3.0842
62,3,0,4.6961,5.7198
62,7,0,7.2732,9.2346
62,38,0,4.7727,9.3929
62,41,0,10.7561,1.9271
62,42,0,9.6365,9.6946
62,55,0,7.4512,10.2813
62,64,0,8.4322,8.6236
62,67,3,1.1586,3.9283
62,71,0,3.9755,8.7974
62,73,0,4.3056,1.0143
62,86,0,7.1076,7.0212
62,92,0,6.392,3.0227
62,94,0,4.897,3.9984
62,108,0,5.7309,7.5037
62,127,0,5.188,8.8931
62,134,0,3.35,10.498
62,148,0,7.7754,1.4654
62,151,0,5.9809,3.2633
62,154,0,1.0273,10.3941
62,156,0,7.7382,5.2891
62,157,0,6.351,10.2571
62,159,0,5.4773,3.7993
62,160,0,5.8663,5.3084
62,170,10,2.5351,8.1401
62,175,0,3.177,10.8376
62,185,0,2.4126,6.016
63,8,0,6.1116,1.0355
63,22,0,6.6517,7.6054
63,38,0,6.7109,9.8123
63,47,0,4.8849,8.97
63,64,0,10.0271,3.6172
63,71,0,1.0449,10.1861
63,74,0,7.7451,4.3826
63,92,0,1.1983,7.3243
63,108,0,10.7295,7.4158
63,125,0,3.1433,5.6345
63,139,0,9.1126,6.5992
63,144,0,2.166,3.7615
63,153,0,7.9265,4.3618
63,160,0,5.9096,10.2857
63,169,0,3.4192,10.264
63,175,0,9.5248,2.3223
63,185,0,1.5565,3.6651
64,1,0,10.1738,9.3371
64,3,0,10.1783,8.3384
64,8,0,4.4123,6.8931
64,17,0,1.3386,2.4875
64,38,0,8.1269,4.6219
64,42,0,3.7961,1.6461
64,52,0,6.6897,1.2214
64,55,0,4.7969,9.3844
64,62,0,5.1984,2.0333
64,63,0,1.6361,9.582
64,67,0,1.2675,6.0206
64,71,0,5.6078,6.4559
64,74,0,7.0135,1.5289
64,92,0,9.3623,6.9487
64,94,0,5.2672,7.2746
64,108,0,8.6277,5.6031
64,125,0,1.7026,3.1262
64,134,0,3.5235,5.604
64,139,0,9.9017,4.9699
64,153,0,7.5928,7.6198
64,156,0,1.5442,8.819
64,160,0,5.3446,4.2834
64,170,0,10.2571,10.0105
64,175,0,10.3891,2.1997
64,185,0,5.5256,7.6013
65,0,0,3.0505,1.4764
65,4,0,9.009,1.9884
65,5,0,3.0734,4.1715
65,23,0,7.7279,2.702
65,26,0,2.2778,2.5552
65,31,0,8.7237,2.5091
65,34,0,5.6024,8.6179
65,36,0,5.5317,6.4685
65,40,0,1.83,9.6664
65,59,0,7.9745,4.0976
65,85,0,7.6582,10.0824
65,110,0,4.8208,10.7705
65,114,0,6.6185,7.9736
65,120,0,6.8784,7.2221
65,127,0,8.8982,10.115
65,132,0,9.7556,6.8712
65,145,0,9.7626,5.516
65,161,0,8.7855,7.2072
65,162,0,2.2381,9.3429
65,173,0,8.9568,1.365
65,186,0,6.5386,10.7768
66,0,0,3.3218,8.1007
66,9,0,3.6888,6.3585
66,21,0,8.4226,2.5329
66,28,0,8.5152,1.5523
66,31,0,4.3045,10.0019
66,40,0,4.1668,8.9629
66,46,0,5.8349,1.4927
66,48,13,2.013,6.105
66,49,0,5.0616,5.6451
66,60,0,6.1606,8.1936
66,61,0,3.428,8.6442
66,95,0,9.3719,10.4187
66,99,0,7.5975,8.6871
66,141,0,8.2781,5.3934
66,150,0,6.6903,8.0821
66,158,0,10.7602,8.2933
66,162,0,6.3345,9.0388
66,165,0,5.9242,3.2809
66,194,0,3.2086,10.1053
66,195,0,4.3809,9.7915
67,1,0,7.0298,4.5508
67,3,0,8.5957,1.4972
67,7,0,1.4629,9.8435
67,17,0,2.8224,1.1707
67,27,0,8.5099,6.692
67,42,0,8.9331,5.4263
67,52,0,3.8929,3.0174
67,55,0,4.327,2.6873
67,62,0,9.4955,1.2964
67,64,0,7.0696,2.7282
67,71,0,2.665,6.9486
67,73,0,1.9996,7.2157
67,80,0,6.9875,2.0414
67,94,0,10.6289,8.6635
67,97,12,1.1647,4.5239
67,108,0,10.6615,3.9827
67,109,0,6.6526,7.698
67,119,3,5.6612,7.2715
67,125,0,8.307,8.5291
67,134,0,9.063,3.5122
67,139,0,5.0132,5.6278
67,152,0,6.7231,5.2448
67,157,0,7.6657,5.5379
67,159,0,5.7834,8.4869
67,160,0,10.1579,4.6952
67,170,10,1.7182,3.6659
67,182,0,3.7568,10.8417
67,185,0,7.0366,1.3632
68,2,0,7.1359,7.8109
68,10,0,1.5291,7.5929
68,14,0,6.1184,1.1491
68,22,0,10.8165,8.5241
68,29,0,10.285,7.2474
68,39,0,4.1569,7.9266
68,41,0,5.5276,9.3216
68,44,0,7.0703,1.2714
68,45,0,1.5849,10.5774
68,96,0,1.9257,7.9645
68,101,0,8.3807,8.7415
68,104,0,9.2393,2.4931
68,105,0,5.1031,1.3115
68,107,0,10.4082,7.8727
68,121,0,3.058,10.4013
68,123,0,3.8924,7.4637
68,144,0,2.8156,1.6378
68,171,0,4.309,1.2968
68,178,0,1.0193,4.399
68,189,0,1.6293,1.6753
69,10,0,6.7871,5.9047
69,14,0,3.428,6.439
69,30,0,6.2487,2.6655
69,44,0,7.0552,1.66
69,102,0,5.1421,3.8465
69,104,0,6.074,1.2063
69,111,0,4.4079,7.5847
69,123,0,7.2295,4.1817
69,126,0,7.2187,1.6495
69,133,0,10.2369,2.6227
69,191,0,6.9041,7.1419
69,193,0,5.2723,5.2815
69,197,0,3.1058,9.1206
70,9,0,5.2943,1.9402
70,21,26,1.7021,8.4978
70,28,0,1.3875,7.6904
70,43,0,4.1034,6.9384
70,53,0,9.2179,3.9888
70,57,11,4.4362,3.943
70,88,0,9.9333,7.8413
70,90,0,3.721,6.7161
70,117,0,9.7487,1.4877
70,129,0,7.1791,3.7836
70,140,0,9.8243,3.9139
70,142,0,2.0839,5.8243
70,150,0,10.2504,9.4028
70,190,0,7.3304,7.1632
70,192,0,6.8228,6.5574
70,194,0,10.2188,6.1624
71,1,0,3.8801,6.691
71,8,0,2.2929,3.2823
71,38,0,5.2474,5.8682
71,42,0,2.3556,7.7282
71,47,0,6.9778,10.4619
71,55,0,10.933,3.0608
71,62,0,9.3979,2.751
71,63,0,4.0551,1.5725
71,64,0,2.5022,2.5943
71,67,0,1.0478,8.3199
71,74,0,3.5575,3.8312
71,86,0,6.5277,5.7761
71,92,0,9.1419,1.69
71,94,0,8.4245,7.1134
71,108,0,10.87,1.1704
71,125,0,5.5518,2.921
71,134,0,5.0838,5.3454
71,139,0,2.6462,4.2588
71,144,0,2.0413,7.0469
71,153,0,4.8064,5.6192
71,156,0,10.1388,1.9657
71,160,0,2.8112,8.2075
71,169,0,6.8016,10.313
71,170,14,2.2481,9.0891
71,175,0,3.192,6.2911
71,185,0,5.6401,3.3609
72,4,0,4.2791,7.0364
72,9,0,4.2992,5.9428
72,23,0,8.9233,8.0082
72,26,0,5.2655,2.8567
72,33,0,9.6706,8.8446
72,49,0,6.3986,10.1665
72,51,0,7.2641,10.6282
72,58,0,6.79,4.8575
72,60,0,3.5738,3.2935
72,79,0,3.4177,10.9963
72,87,0,3.6635,9.0782
72,95,0,2.8858,3.1715
72,99,0,6.3683,5.7141
72,118,0,9.3194,3.9274
72,138,0,8.5888,10.1223
72,147,0,5.1678,9.4892
72,150,0,4.505,4.2041
72,151,0,2.9936,10.8049
72,154,0,2.2662,9.2356
72,158,0,8.8669,2.3837
72,162,0,10.0629,4.0789
72,163,0,6.5174,9.8622
72,165,0,9.2546,6.2848
72,171,0,2.3737,6.1372
72,178,0,8.6878,2.5257
72,194,0,8.2793,6.3168
72,196,0,4.5418,10.9987
73,3,0,5.5415,4.0547
73,4,0,10.1326,9.5889
73,5,0,1.692,8.7404
73,7,0,2.2868,3.2781
73,23,0,7.5127,8.611
73,26,0,9.0509,4.7089
73,27,0,3.6855,10.2086
73,42,0,2.8282,8.8254
73,55,0,7.0012,6.3323
73,62,0,7.5724,1.6908
73,67,0,10.9293,4.831
73,86,0,3.582,5.0948
73,94,0,4.3817,10.2739
73,127,0,4.8437,5.8443
73,134,0,9.2704,2.022
73,148,0,1.8366,6.8593
73,151,0,8.6188,1.4857
73,154,0,6.2159,8.6454
73,156,0,3.1116,1.9205
73,157,0,1.8951,3.0442
73,159,0,5.7586,5.099
73,163,0,10.4525,4.1358
73,170,0,8.758,4.0424
73,185,0,5.977,5.0921
73,186,0,7.2639,9.4507
74,2,0,9.9333,5.2551
74,8,0,10.4944,5.765
74,22,0,3.6389,9.0039
74,38,0,7.7605,3.6306
74,47,0,4.5526,3.5659
74,63,0,4.3593,8.5519
74,64,0,6.7474,7.7196
74,71,0,4.4363,4.9293
74,86,0,7.2404,7.3239
74,92,0,5.435,4.1075
74,108,3,4.0392,1.0382
74,125,0,10.7097,10.0203
74,139,0,7.2931,4.3724
74,144,0,7.7686,5.2637
74,153,0,1.9583,9.8112
74,160,9,2.6188,1.8398
74,169,0,4.7451,10.142
74,175,0,5.8234,8.687
74,185,0,5.9975,6.7997
74,189,0,6.3429,8.6519
75,12,0,7.4349,7.4358
75,29,0,8.7275,4.3216
75,33,0,5.2044,7.8994
75,35,24,1.3054,3.687
75,50,0,2.304,4.2311
75,58,0,6.0423,4.1092
75,87,0,7.0075,3.5671
75,93,0,4.2824,10.6576
75,98,0,8.344,2.1141
75,100,0,3.3336,5.8595
75,106,0,7.7655,8.7404
75,138,0,4.6195,5.1163
75,149,0,2.4207,2.9245
75,167,0,10.6771,7.7239
75,171,0,4.901,7.7697
75,172,0,10.3937,9.7224
75,180,0,5.4141,5.7263
75,187,0,7.1453,3.043
75,197,14,3.6006,5.6543
75,198,0,5.0455,1.4338
75,199,0,3.9374,4.7582
76,6,0,6.2453,10.5527
76,13,0,4.6443,4.6855
76,25,0,4.0496,9.2641
76,31,0,9.6739,1.7002
76,36,0,2.6296,8.9496
76,83,0,8.0199,4.1842
76,84,0,7.081,9.4825
76,85,0,9.4566,1.2737
76,103,0,3.4419,9.2104
76,114,0,6.0514,9.3697
76,124,0,9.8433,4.0773
76,128,0,8.3119,8.6614
76,131,0,2.7903,5.3485
76,132,0,8.9155,7.2508
76,145,0,10.7114,6.1772
76,161,0,8.8049,7.8168
76,173,0,2.0351,2.8848
76,174,0,6.0363,1.1327
77,13,0,9.1943,8.7225
77,16,21,4.3487,3.7942
77,18,0,6.2414,7.715
77,19,0,4.4153,9.8197
77,25,0,2.7576,6.4644
77,37,0,2.4506,1.4661
77,83,0,5.1522,3.7481
77,128,0,5.3651,1.4833
77,130,0,2.1608,7.9137
77,155,0,1.1091,4.5942
77,164,0,9.8897,6.8989
77,184,0,2.3938,3.2689
78,81,0,5.0447,9.3344
78,97,0,2.1469,4.6093
78,109,0,2.7727,10.9281
78,112,0,10.4599,5.8942
78,115,0,4.6083,9.7897
78,116,0,5.6023,3.9919
78,119,7,1.7008,1.0986
78,152,0,4.8879,1.5727
78,166,0,3.7674,5.3545
78,181,0,7.1593,9.7066
78,182,0,5.7057,2.4479
79,4,0,10.8169,10.1499
79,23,0,8.9587,5.7892
79,26,0,5.5459,10.3532
79,29,0,10.398,8.7003
79,41,22,1.2567,4.5658
79,49,0,6.4905,8.329
79,51,0,1.6085,2.0951
79,58,0,6.5666,1.0235
79,60,0,1.4469,3.2529
79,72,0,8.1998,5.1494
79,87,0,9.2765,2.4216
79,95,0,1.8989,1.2955
79,105,0,7.4069,2.1285
79,118,0,7.6448,8.8914
79,138,0,9.9696,2.9542
79,147,0,10.3815,10.5538
79,151,0,9.779,9.3632
79,154,0,3.3877,9.8597
79,158,0,5.5714,6.9584
79,163,0,5.7199,2.4983
79,165,0,3.0382,1.3313
79,171,0,7.6585,3.6787
79,178,0,7.901,8.0741
79,196,0,4.0646,5.9983
80,1,0,1.2139,8.1076
80,3,0,6.8088,4.168
80,5,0,8.7341,3.4359
80,7,0,6.2698,5.217
80,17,0,4.1204,7.6123
80,27,0,2.5614,1.754
80,52,0,9.4792,4.3595
80,56,0,7.8799,1.0497
80,67,0,2.2046,2.2406
80,89,0,5.6262,3.7153
80,94,0,6.9727,2.4349
80,97,0,1.371,9.4426
80,116,0,10.2175,6.4459
80,119,7,7.3096,1.0541
80,120,0,2.5347,9.6553
80,152,0,4.2593,1.1286
80,157,0,8.5279,6.8441
80,166,0,6.1066,10.2477
80,168,0,1.9003,7.3824
80,170,0,1.7029,6.5997
80,176,0,4.7303,5.2442
80,177,0,2.9297,3.1989
80,179,0,1.5987,1.2662
80,182,0,2.2486,5.2171
80,188,0,10.8526,9.6907
81,1,0,10.7875,6.2917
81,17,0,1.0489,9.8999
81,52,0,8.957,3.639
81,78,0,2.2713,9.0548
81,97,0,1.6468,4.9075
81,109,0,1.0251,1.5534
81,112,0,2.6895,3.6905
81,115,0,2.5668,9.2816
81,119,0,3.4681,1.6936
81,152,0,10.8229,9.4517
81,181,0,6.2348,1.9094
81,182,0,4.9312,9.1829
82,2,0,10.2887,3.2537
82,20,0,9.7657,3.5466
82,22,0,3.2952,3.1502
82,32,0,7.8334,6.4091
82,38,0,4.1627,2.9458
82,39,0,4.1701,4.6575
82,45,0,8.1245,1.2688
82,47,0,5.7137,1.6463
82,96,0,2.0791,9.6994
82,107,0,1.6767,1.1015
82,111,0,10.3798,4.0079
82,121,0,9.4837,9.7102
82,133,0,10.6345,4.8717
82,135,0,9.0448,3.9968
82,144,0,1.1552,2.8467
82,169,0,8.142,4.686
82,189,0,1.4794,3.7965
82,193,0,10.6497,10.8869
83,6,0,8.7692,3.4948
83,13,0,5.7357,6.7977
83,19,0,7.0753,1.1409
83,25,0,10.344,9.8919
83,36,0,1.8527,6.1155
83,76,0,5.3693,9.4239
83,77,0,8.1018,7.7513
83,84,0,7.0789,3.8663
83,103,0,5.5369,5.0683
83,114,0,7.4508,1.1461
83,124,0,7.1866,9.7552
83,128,0,7.0985,9.7228
83,131,0,6.2695,3.6705
83,132,0,2.1028,7.488
83,161,0,10.0564,1.9901
83,174,0,4.0684,8.0669
83,184,0,7.8765,3.0646
84,0,0,8.9945,4.6373
84,6,0,3.5325,7.0529
84,13,0,8.7972,1.5283
84,19,9,3.3025,2.5137
84,25,0,9.9794,1.8122
84,31,0,2.5167,9.174
84,36,0,5.9097,7.5028
84,40,0,1.2017,10.4562
84,46,0,1.2091,4.0459
84,48,0,10.6654,9.5432
84,61,0,2.3205,8.0997
84,76,0,6.7411,9.4319
84,83,0,2.8683,7.7681
84,85,0,7.2187,10.1287
84,114,0,6.0998,6.6406
84,131,0,5.701,4.7001
84,132,10,1.9534,4.4329
84,141,0,6.7351,2.7514
84,145,0,1.5268,7.8552
84,161,0,2.912,3.9802
84,164,7,1.8847,3.9078
84,173,14,4.3185,3.7697
84,174,0,10.6727,6.066
84,184,0,6.0466,10.8183
84,195,0,2.2769,2.2214
85,0,0,7.199,6.1047
85,5,0,8.8151,4.1083
85,13,0,8.23,1.7398
85,31,0,3.2355,2.3981
85,34,0,6.8968,2.5359
85,36,0,7.3504,5.7065
85,40,0,7.5189,7.9031
